alpha,beta,mach,CLr [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,-133.70000392485517
-0.03490658503988659,-0.026179938779914945,0.01,-117.10481942495497
-0.03490658503988659,-0.017453292519943295,0.01,-93.66100946565832
-0.03490658503988659,-0.008726646259971648,0.01,-57.061918233061206
-0.03490658503988659,0.0,0.01,-9.282342001353362
-0.03490658503988659,0.008726646259971648,0.01,42.659796963971715
-0.03490658503988659,0.017453292519943295,0.01,84.49309771399865
-0.03490658503988659,0.026179938779914945,0.01,114.00430932321093
-0.03490658503988659,0.03490658503988659,0.01,133.70000392485517
-0.026179938779914945,-0.03490658503988659,0.01,-149.6811904119026
-0.026179938779914945,-0.026179938779914945,0.01,-134.02425749093797
-0.026179938779914945,-0.017453292519943295,0.01,-110.93627187903499
-0.026179938779914945,-0.008726646259971648,0.01,-69.8371603458499
-0.026179938779914945,0.0,0.01,-7.32318966557344
-0.026179938779914945,0.008726646259971648,0.01,59.95804683177896
-0.026179938779914945,0.017453292519943295,0.01,106.55427399500464
-0.026179938779914945,0.026179938779914945,0.01,134.02425749093797
-0.026179938779914945,0.03490658503988659,0.01,149.29622237605454
-0.017453292519943295,-0.03490658503988659,0.01,-166.97456509111734
-0.017453292519943295,-0.026179938779914945,0.01,-155.25135086540865
-0.017453292519943295,-0.017453292519943295,0.01,-134.30594143865548
-0.017453292519943295,-0.008726646259971648,0.01,-92.76716895861368
-0.017453292519943295,0.0,0.01,-5.074227052918686
-0.017453292519943295,0.008726646259971648,0.01,87.5599621622392
-0.017453292519943295,0.017453292519943295,0.01,134.30594143865548
-0.017453292519943295,0.026179938779914945,0.01,153.6277981780137
-0.017453292519943295,0.03490658503988659,0.01,163.51369227910303
-0.008726646259971648,-0.03490658503988659,0.01,-181.25409813653476
-0.008726646259971648,-0.026179938779914945,0.01,-177.1285552305489
-0.008726646259971648,-0.017453292519943295,0.01,-166.23087019680327
-0.008726646259971648,-0.008726646259971648,0.01,-134.52967732705366
-0.008726646259971648,0.0,0.01,-2.604300832428328
-0.008726646259971648,0.008726646259971648,0.01,134.52967732705366
-0.008726646259971648,0.017453292519943295,0.01,163.9253579869865
-0.008726646259971648,0.026179938779914945,0.01,173.5519914203253
-0.008726646259971648,0.03490658503988659,0.01,177.49214138577503
0.0,-0.03490658503988659,0.01,-185.5798
0.0,-0.026179938779914945,0.01,-185.9089
0.0,-0.017453292519943295,0.01,-186.1443
0.0,-0.008726646259971648,0.01,-186.3162
0.0,0.0,0.01,-0.0
0.0,0.008726646259971648,0.01,186.3161
0.0,0.017453292519943295,0.01,186.1443
0.0,0.026179938779914945,0.01,185.9088
0.0,0.03490658503988659,0.01,185.5797
0.008726646259971648,-0.03490658503988659,0.01,-177.49214138577503
0.008726646259971648,-0.026179938779914945,0.01,-173.5519914203253
0.008726646259971648,-0.017453292519943295,0.01,-163.9253579869865
0.008726646259971648,-0.008726646259971648,0.01,-134.52967732705366
0.008726646259971648,0.0,0.01,2.604300832428328
0.008726646259971648,0.008726646259971648,0.01,134.52967732705366
0.008726646259971648,0.017453292519943295,0.01,166.23087019680327
0.008726646259971648,0.026179938779914945,0.01,177.1285552305489
0.008726646259971648,0.03490658503988659,0.01,181.25409813653476
0.017453292519943295,-0.03490658503988659,0.01,-163.51369227910303
0.017453292519943295,-0.026179938779914945,0.01,-153.6277981780137
0.017453292519943295,-0.017453292519943295,0.01,-134.30594143865548
0.017453292519943295,-0.008726646259971648,0.01,-87.5599621622392
0.017453292519943295,0.0,0.01,5.074227052918686
0.017453292519943295,0.008726646259971648,0.01,92.76706897384416
0.017453292519943295,0.017453292519943295,0.01,134.30594143865548
0.017453292519943295,0.026179938779914945,0.01,155.25125088063913
0.017453292519943295,0.03490658503988659,0.01,166.97456509111734
0.026179938779914945,-0.03490658503988659,0.01,-149.29622237605454
0.026179938779914945,-0.026179938779914945,0.01,-134.02425749093797
0.026179938779914945,-0.017453292519943295,0.01,-106.55427399500464
0.026179938779914945,-0.008726646259971648,0.01,-59.95804683177896
0.026179938779914945,0.0,0.01,7.32318966557344
0.026179938779914945,0.008726646259971648,0.01,69.8371603458499
0.026179938779914945,0.017453292519943295,0.01,110.93627187903499
0.026179938779914945,0.026179938779914945,0.01,134.02425749093797
0.026179938779914945,0.03490658503988659,0.01,149.6811904119026
0.03490658503988659,-0.03490658503988659,0.01,-133.70000392485517
0.03490658503988659,-0.026179938779914945,0.01,-114.00430932321093
0.03490658503988659,-0.017453292519943295,0.01,-84.49309771399865
0.03490658503988659,-0.008726646259971648,0.01,-42.65969702488901
0.03490658503988659,0.0,0.01,9.282342001353362
0.03490658503988659,0.008726646259971648,0.01,57.061918233061206
0.03490658503988659,0.017453292519943295,0.01,93.66100946565832
0.03490658503988659,0.026179938779914945,0.01,117.10471948587227
0.03490658503988659,0.03490658503988659,0.01,133.70000392485517
-0.03490658503988659,-0.03490658503988659,0.1,-133.71369557918533
-0.03490658503988659,-0.026179938779914945,0.1,-117.09502539485018
-0.03490658503988659,-0.017453292519943295,0.1,-93.63022822818613
-0.03490658503988659,-0.008726646259971648,0.1,-57.02034357465721
-0.03490658503988659,0.0,0.1,-9.23676977964129
-0.03490658503988659,0.008726646259971648,0.1,42.66799196875328
-0.03490658503988659,0.017453292519943295,0.1,84.49969369345696
-0.03490658503988659,0.026179938779914945,0.1,114.01400341423302
-0.03490658503988659,0.03490658503988659,0.1,133.71369557918533
-0.026179938779914945,-0.03490658503988659,0.1,-149.7194772874492
-0.026179938779914945,-0.026179938779914945,0.1,-134.03725303616264
-0.026179938779914945,-0.017453292519943295,0.1,-110.92087715623036
-0.026179938779914945,-0.008726646259971648,0.1,-69.80367182546323
-0.026179938779914945,0.0,0.1,-7.285402618689363
-0.026179938779914945,0.008726646259971648,0.1,59.95814679751146
-0.026179938779914945,0.017453292519943295,0.1,106.55907235016451
-0.026179938779914945,0.026179938779914945,0.1,134.03725303616264
-0.026179938779914945,0.03490658503988659,0.1,149.318614700134
-0.017453292519943295,-0.03490658503988659,0.1,-167.04125493238428
-0.017453292519943295,-0.026179938779914945,0.1,-155.29674395076876
-0.017453292519943295,-0.017453292519943295,0.1,-134.3182395653059
-0.017453292519943295,-0.008726646259971648,0.1,-92.7448723550117
-0.017453292519943295,0.0,0.1,-5.046631256532369
-0.017453292519943295,0.008726646259971648,0.1,87.5567626496147
-0.017453292519943295,0.017453292519943295,0.1,134.3182395653059
-0.017453292519943295,0.026179938779914945,0.1,153.65849350225503
-0.017453292519943295,0.03490658503988659,0.1,163.55608582137762
-0.008726646259971648,-0.03490658503988659,0.1,-181.35989410799496
-0.008726646259971648,-0.026179938779914945,0.1,-177.2129520168555
-0.008726646259971648,-0.017453292519943295,0.1,-166.29336781699476
-0.008726646259971648,-0.008726646259971648,0.1,-134.54147687774585
-0.008726646259971648,0.0,0.1,-2.5894013997746717
-0.008726646259971648,0.008726646259971648,0.1,134.54147687774585
-0.008726646259971648,0.017453292519943295,0.1,163.9753560831397
-0.008726646259971648,0.026179938779914945,0.1,173.61728893390136
-0.008726646259971648,0.03490658503988659,0.1,177.562938689928
0.0,-0.03490658503988659,0.1,-185.6783
0.0,-0.026179938779914945,0.1,-186.0153
0.0,-0.017453292519943295,0.1,-186.2585
0.0,-0.008726646259971648,0.1,-186.436
0.0,0.0,0.1,-0.0
0.0,0.008726646259971648,0.1,186.436
0.0,0.017453292519943295,0.1,186.2585
0.0,0.026179938779914945,0.1,186.0153
0.0,0.03490658503988659,0.1,185.6783
0.008726646259971648,-0.03490658503988659,0.1,-177.562938689928
0.008726646259971648,-0.026179938779914945,0.1,-173.61728893390136
0.008726646259971648,-0.017453292519943295,0.1,-163.9753560831397
0.008726646259971648,-0.008726646259971648,0.1,-134.54147687774585
0.008726646259971648,0.0,0.1,2.5894013997746717
0.008726646259971648,0.008726646259971648,0.1,134.54147687774585
0.008726646259971648,0.017453292519943295,0.1,166.29336781699476
0.008726646259971648,0.026179938779914945,0.1,177.2129520168555
0.008726646259971648,0.03490658503988659,0.1,181.35989410799496
0.017453292519943295,-0.03490658503988659,0.1,-163.55608582137762
0.017453292519943295,-0.026179938779914945,0.1,-153.65849350225503
0.017453292519943295,-0.017453292519943295,0.1,-134.3182395653059
0.017453292519943295,-0.008726646259971648,0.1,-87.5567626496147
0.017453292519943295,0.0,0.1,5.046531271762854
0.017453292519943295,0.008726646259971648,0.1,92.7448723550117
0.017453292519943295,0.017453292519943295,0.1,134.3182395653059
0.017453292519943295,0.026179938779914945,0.1,155.29674395076876
0.017453292519943295,0.03490658503988659,0.1,167.04125493238428
0.026179938779914945,-0.03490658503988659,0.1,-149.318614700134
0.026179938779914945,-0.026179938779914945,0.1,-134.03725303616264
0.026179938779914945,-0.017453292519943295,0.1,-106.55907235016451
0.026179938779914945,-0.008726646259971648,0.1,-59.95814679751146
0.026179938779914945,0.0,0.1,7.285302652956866
0.026179938779914945,0.008726646259971648,0.1,69.80367182546323
0.026179938779914945,0.017453292519943295,0.1,110.92087715623036
0.026179938779914945,0.026179938779914945,0.1,134.03725303616264
0.026179938779914945,0.03490658503988659,0.1,149.7194772874492
0.03490658503988659,-0.03490658503988659,0.1,-133.71369557918533
0.03490658503988659,-0.026179938779914945,0.1,-114.01400341423302
0.03490658503988659,-0.017453292519943295,0.1,-84.49959375437427
0.03490658503988659,-0.008726646259971648,0.1,-42.66799196875328
0.03490658503988659,0.0,0.1,9.236669840558589
0.03490658503988659,0.008726646259971648,0.1,57.02024363557451
0.03490658503988659,0.017453292519943295,0.1,93.63022822818613
0.03490658503988659,0.026179938779914945,0.1,117.09492545576748
0.03490658503988659,0.03490658503988659,0.1,133.7135956401026
-0.03490658503988659,-0.03490658503988659,0.2,-133.8067388651808
-0.03490658503988659,-0.026179938779914945,0.2,-117.1218090690143
-0.03490658503988659,-0.017453292519943295,0.2,-93.60104601603717
-0.03490658503988659,-0.008726646259971648,0.2,-56.96028018595336
-0.03490658503988659,0.0,0.2,-9.107148789376915
-0.03490658503988659,0.008726646259971648,0.2,42.67708642527915
-0.03490658503988659,0.017453292519943295,0.2,84.5540605544468
-0.03490658503988659,0.026179938779914945,0.2,114.0972526701237
-0.03490658503988659,0.03490658503988659,0.2,133.8067388651808
-0.026179938779914945,-0.03490658503988659,0.2,-149.87982232237525
-0.026179938779914945,-0.026179938779914945,0.2,-134.12802192127043
-0.026179938779914945,-0.017453292519943295,0.2,-110.93287304413006
-0.026179938779914945,-0.008726646259971648,0.2,-69.76778412749661
-0.026179938779914945,0.0,0.2,-7.169542334724697
-0.026179938779914945,0.008726646259971648,0.2,59.96574419318127
-0.026179938779914945,0.017453292519943295,0.2,106.62844856851783
-0.026179938779914945,0.026179938779914945,0.2,134.12802192127043
-0.026179938779914945,0.03490658503988659,0.2,149.43317542957618
-0.017453292519943295,-0.03490658503988659,0.2,-167.25582224776483
-0.017453292519943295,-0.026179938779914945,0.2,-155.47581667297126
-0.017453292519943295,-0.017453292519943295,0.2,-134.4070260406358
-0.017453292519943295,-0.008726646259971648,0.2,-92.74077297946157
-0.017453292519943295,0.0,0.2,-4.95764481166345
-0.017453292519943295,0.008726646259971648,0.2,87.59795637465514
-0.017453292519943295,0.017453292519943295,0.2,134.4070260406358
-0.017453292519943295,0.026179938779914945,0.2,153.79697240803418
-0.017453292519943295,0.03490658503988659,0.2,163.7272597467884
-0.008726646259971648,-0.03490658503988659,0.2,-181.63258372441453
-0.008726646259971648,-0.026179938779914945,0.2,-177.4449431830064
-0.008726646259971648,-0.017453292519943295,0.2,-166.5119594933766
-0.008726646259971648,-0.008726646259971648,0.2,-134.62867355743703
-0.008726646259971648,0.0,0.2,-2.540103276967608
-0.008726646259971648,0.008726646259971648,0.2,134.62867355743703
-0.008726646259971648,0.017453292519943295,0.2,164.16824873809878
-0.008726646259971648,0.026179938779914945,0.2,173.850180065783
-0.008726646259971648,0.03490658503988659,0.2,177.80872933061713
0.0,-0.03490658503988659,0.2,-185.9389
0.0,-0.026179938779914945,0.2,-186.2914
0.0,-0.017453292519943295,0.2,-186.5542
0.0,-0.008726646259971648,0.2,-186.7475
0.0,0.0,0.2,-0.0
0.0,0.008726646259971648,0.2,186.7475
0.0,0.017453292519943295,0.2,186.5541
0.0,0.026179938779914945,0.2,186.2914
0.0,0.03490658503988659,0.2,185.9389
0.008726646259971648,-0.03490658503988659,0.2,-177.80872933061713
0.008726646259971648,-0.026179938779914945,0.2,-173.85028006197533
0.008726646259971648,-0.017453292519943295,0.2,-164.16824873809878
0.008726646259971648,-0.008726646259971648,0.2,-134.62867355743703
0.008726646259971648,0.0,0.2,2.5400032807753012
0.008726646259971648,0.008726646259971648,0.2,134.62867355743703
0.008726646259971648,0.017453292519943295,0.2,166.5118594971843
0.008726646259971648,0.026179938779914945,0.2,177.44484318681413
0.008726646259971648,0.03490658503988659,0.2,181.63258372441453
0.017453292519943295,-0.03490658503988659,0.2,-163.7272597467884
0.017453292519943295,-0.026179938779914945,0.2,-153.79697240803418
0.017453292519943295,-0.017453292519943295,0.2,-134.4070260406358
0.017453292519943295,-0.008726646259971648,0.2,-87.59795637465514
0.017453292519943295,0.0,0.2,4.95764481166345
0.017453292519943295,0.008726646259971648,0.2,92.74077297946157
0.017453292519943295,0.017453292519943295,0.2,134.4070260406358
0.017453292519943295,0.026179938779914945,0.2,155.47581667297126
0.017453292519943295,0.03490658503988659,0.2,167.25582224776483
0.026179938779914945,-0.03490658503988659,0.2,-149.43317542957618
0.026179938779914945,-0.026179938779914945,0.2,-134.12802192127043
0.026179938779914945,-0.017453292519943295,0.2,-106.62844856851783
0.026179938779914945,-0.008726646259971648,0.2,-59.96564422744877
0.026179938779914945,0.0,0.2,7.169542334724697
0.026179938779914945,0.008726646259971648,0.2,69.76778412749661
0.026179938779914945,0.017453292519943295,0.2,110.93287304413006
0.026179938779914945,0.026179938779914945,0.2,134.12802192127043
0.026179938779914945,0.03490658503988659,0.2,149.87982232237525
0.03490658503988659,-0.03490658503988659,0.2,-133.8067388651808
0.03490658503988659,-0.026179938779914945,0.2,-114.0972526701237
0.03490658503988659,-0.017453292519943295,0.2,-84.5540605544468
0.03490658503988659,-0.008726646259971648,0.2,-42.67698648619645
0.03490658503988659,0.0,0.2,9.107148789376915
0.03490658503988659,0.008726646259971648,0.2,56.960180246870664
0.03490658503988659,0.017453292519943295,0.2,93.60104601603717
0.03490658503988659,0.026179938779914945,0.2,117.1218090690143
0.03490658503988659,0.03490658503988659,0.2,133.8067388651808
-0.03490658503988659,-0.03490658503988659,0.3,-134.10755550411355
-0.03490658503988659,-0.026179938779914945,0.3,-117.27011866774393
-0.03490658503988659,-0.017453292519943295,0.3,-93.60474376209714
-0.03490658503988659,-0.008726646259971648,0.3,-56.865338057386545
-0.03490658503988659,0.0,0.3,-8.864396757493976
-0.03490658503988659,0.008726646259971648,0.3,42.76663184338006
-0.03490658503988659,0.017453292519943295,0.3,84.74384487249773
-0.03490658503988659,0.026179938779914945,0.3,114.3591930058854
-0.03490658503988659,0.03490658503988659,0.3,134.10755550411355
-0.026179938779914945,-0.03490658503988659,0.3,-150.33086770740422
-0.026179938779914945,-0.026179938779914945,0.3,-134.42492014678817
-0.026179938779914945,-0.017453292519943295,0.3,-111.04133586388993
-0.026179938779914945,-0.008726646259971648,0.3,-69.73389574417993
-0.026179938779914945,0.0,0.3,-6.958114810492366
-0.026179938779914945,0.008726646259971648,0.3,60.054413797906605
-0.026179938779914945,0.017453292519943295,0.3,106.85457105542729
-0.026179938779914945,0.026179938779914945,0.3,134.42492014678817
-0.026179938779914945,0.03490658503988659,0.3,149.79655086720481
-0.017453292519943295,-0.03490658503988659,0.3,-167.8400332560447
-0.017453292519943295,-0.026179938779914945,0.3,-155.9708412668432
-0.017453292519943295,-0.017453292519943295,0.3,-134.70038135439466
-0.017453292519943295,-0.008726646259971648,0.3,-92.794764755
-0.017453292519943295,0.0,0.3,-4.798269089055522
-0.017453292519943295,0.008726646259971648,0.3,87.7517329501702
-0.017453292519943295,0.017453292519943295,0.3,134.70038135439466
-0.017453292519943295,0.026179938779914945,0.3,154.21570862276567
-0.017453292519943295,0.03490658503988659,0.3,164.22268427973842
-0.008726646259971648,-0.03490658503988659,0.3,-182.35145635090538
-0.008726646259971648,-0.026179938779914945,0.3,-178.08571878330594
-0.008726646259971648,-0.017453292519943295,0.3,-167.0996371155614
-0.008726646259971648,-0.008726646259971648,0.3,-134.91916249608715
-0.008726646259971648,0.0,0.3,-2.4527066048917994
-0.008726646259971648,0.008726646259971648,0.3,134.91916249608715
-0.008726646259971648,0.017453292519943295,0.3,164.70652824128422
-0.008726646259971648,0.026179938779914945,0.3,174.47715619154425
-0.008726646259971648,0.03490658503988659,0.3,178.46470435214724
0.0,-0.03490658503988659,0.3,-186.6466
0.0,-0.026179938779914945,0.3,-187.0273
0.0,-0.017453292519943295,0.3,-187.3236
0.0,-0.008726646259971648,0.3,-187.5438
0.0,0.0,0.3,-0.0
0.0,0.008726646259971648,0.3,187.5437
0.0,0.017453292519943295,0.3,187.3236
0.0,0.026179938779914945,0.3,187.0273
0.0,0.03490658503988659,0.3,186.6466
0.008726646259971648,-0.03490658503988659,0.3,-178.46470435214724
0.008726646259971648,-0.026179938779914945,0.3,-174.47715619154425
0.008726646259971648,-0.017453292519943295,0.3,-164.70652824128422
0.008726646259971648,-0.008726646259971648,0.3,-134.91916249608715
0.008726646259971648,0.0,0.3,2.4527066048917994
0.008726646259971648,0.008726646259971648,0.3,134.91916249608715
0.008726646259971648,0.017453292519943295,0.3,167.0996371155614
0.008726646259971648,0.026179938779914945,0.3,178.08571878330594
0.008726646259971648,0.03490658503988659,0.3,182.35145635090538
0.017453292519943295,-0.03490658503988659,0.3,-164.22268427973842
0.017453292519943295,-0.026179938779914945,0.3,-154.21570862276567
0.017453292519943295,-0.017453292519943295,0.3,-134.70038135439466
0.017453292519943295,-0.008726646259971648,0.3,-87.7517329501702
0.017453292519943295,0.0,0.3,4.798269089055522
0.017453292519943295,0.008726646259971648,0.3,92.7946647702305
0.017453292519943295,0.017453292519943295,0.3,134.70038135439466
0.017453292519943295,0.026179938779914945,0.3,155.9708412668432
0.017453292519943295,0.03490658503988659,0.3,167.8400332560447
0.026179938779914945,-0.03490658503988659,0.3,-149.79655086720481
0.026179938779914945,-0.026179938779914945,0.3,-134.42492014678817
0.026179938779914945,-0.017453292519943295,0.3,-106.85457105542729
0.026179938779914945,-0.008726646259971648,0.3,-60.0543138321741
0.026179938779914945,0.0,0.3,6.958114810492366
0.026179938779914945,0.008726646259971648,0.3,69.73389574417993
0.026179938779914945,0.017453292519943295,0.3,111.04133586388993
0.026179938779914945,0.026179938779914945,0.3,134.42492014678817
0.026179938779914945,0.03490658503988659,0.3,150.33086770740422
0.03490658503988659,-0.03490658503988659,0.3,-134.10755550411355
0.03490658503988659,-0.026179938779914945,0.3,-114.3591930058854
0.03490658503988659,-0.017453292519943295,0.3,-84.74384487249773
0.03490658503988659,-0.008726646259971648,0.3,-42.76653190429736
0.03490658503988659,0.0,0.3,8.864296818411274
0.03490658503988659,0.008726646259971648,0.3,56.86523811830385
0.03490658503988659,0.017453292519943295,0.3,93.60474376209714
0.03490658503988659,0.026179938779914945,0.3,117.27011866774393
0.03490658503988659,0.03490658503988659,0.3,134.10755550411355
-0.03490658503988659,-0.03490658503988659,0.4,-134.51850501218382
-0.03490658503988659,-0.026179938779914945,0.4,-117.44701084412631
-0.03490658503988659,-0.017453292519943295,0.4,-93.5599710530467
-0.03490658503988659,-0.008726646259971648,0.4,-56.67785233823777
-0.03490658503988659,0.0,0.4,-8.519606922172388
-0.03490658503988659,0.008726646259971648,0.4,42.937327796634925
-0.03490658503988659,0.017453292519943295,0.4,85.01567917744693
-0.03490658503988659,0.026179938779914945,0.4,114.71397674947718
-0.03490658503988659,0.03490658503988659,0.4,134.51850501218382
-0.026179938779914945,-0.03490658503988659,0.4,-150.974946921886
-0.026179938779914945,-0.026179938779914945,0.4,-134.82978136340327
-0.026179938779914945,-0.017453292519943295,0.4,-111.15699621638959
-0.026179938779914945,-0.008726646259971648,0.4,-69.63672905219231
-0.026179938779914945,0.0,0.4,-6.668114220516957
-0.026179938779914945,0.008726646259971648,0.4,60.20446236238543
-0.026179938779914945,0.017453292519943295,0.4,107.15566784170993
-0.026179938779914945,0.026179938779914945,0.4,134.82978136340327
-0.026179938779914945,0.03490658503988659,0.4,150.30287730230492
-0.017453292519943295,-0.03490658503988659,0.4,-168.71639976084927
-0.017453292519943295,-0.026179938779914945,0.4,-156.6836326887202
-0.017453292519943295,-0.017453292519943295,0.4,-135.09982050860964
-0.017453292519943295,-0.008726646259971648,0.4,-92.82805968324871
-0.017453292519943295,0.0,0.4,-4.584901590909148
-0.017453292519943295,0.008726646259971648,0.4,87.95170248920148
-0.017453292519943295,0.017453292519943295,0.4,135.09982050860964
-0.017453292519943295,0.026179938779914945,0.4,154.80711853445067
-0.017453292519943295,0.03490658503988659,0.4,164.9317762651433
-0.008726646259971648,-0.03490658503988659,0.4,-183.47501356766028
-0.008726646259971648,-0.026179938779914945,0.4,-179.08138087010093
-0.008726646259971648,-0.017453292519943295,0.4,-167.96310423612732
-0.008726646259971648,-0.008726646259971648,0.4,-135.3141474556975
-0.008726646259971648,0.0,0.4,-2.3374109951625
-0.008726646259971648,0.008726646259971648,0.4,135.3141474556975
-0.008726646259971648,0.017453292519943295,0.4,165.4822987011974
-0.008726646259971648,0.026179938779914945,0.4,175.3926213321095
-0.008726646259971648,0.03490658503988659,0.4,179.42726769928882
0.0,-0.03490658503988659,0.4,-187.7521
0.0,-0.026179938779914945,0.4,-188.1782
0.0,-0.017453292519943295,0.4,-188.5226
0.0,-0.008726646259971648,0.4,-188.7795
0.0,0.0,0.4,-0.0
0.0,0.008726646259971648,0.4,188.7795
0.0,0.017453292519943295,0.4,188.5226
0.0,0.026179938779914945,0.4,188.1781
0.0,0.03490658503988659,0.4,187.7521
0.008726646259971648,-0.03490658503988659,0.4,-179.42726769928882
0.008726646259971648,-0.026179938779914945,0.4,-175.3926213321095
0.008726646259971648,-0.017453292519943295,0.4,-165.4822987011974
0.008726646259971648,-0.008726646259971648,0.4,-135.3141474556975
0.008726646259971648,0.0,0.4,2.3374109951625
0.008726646259971648,0.008726646259971648,0.4,135.3141474556975
0.008726646259971648,0.017453292519943295,0.4,167.96310423612732
0.008726646259971648,0.026179938779914945,0.4,179.08138087010093
0.008726646259971648,0.03490658503988659,0.4,183.47491357146797
0.017453292519943295,-0.03490658503988659,0.4,-164.9317762651433
0.017453292519943295,-0.026179938779914945,0.4,-154.80711853445067
0.017453292519943295,-0.017453292519943295,0.4,-135.09982050860964
0.017453292519943295,-0.008726646259971648,0.4,-87.95170248920148
0.017453292519943295,0.0,0.4,4.5848016061396315
0.017453292519943295,0.008726646259971648,0.4,92.82805968324871
0.017453292519943295,0.017453292519943295,0.4,135.09982050860964
0.017453292519943295,0.026179938779914945,0.4,156.6836326887202
0.017453292519943295,0.03490658503988659,0.4,168.71639976084927
0.026179938779914945,-0.03490658503988659,0.4,-150.30287730230492
0.026179938779914945,-0.026179938779914945,0.4,-134.82978136340327
0.026179938779914945,-0.017453292519943295,0.4,-107.15566784170993
0.026179938779914945,-0.008726646259971648,0.4,-60.20436239665294
0.026179938779914945,0.0,0.4,6.668114220516957
0.026179938779914945,0.008726646259971648,0.4,69.63672905219231
0.026179938779914945,0.017453292519943295,0.4,111.15699621638959
0.026179938779914945,0.026179938779914945,0.4,134.82978136340327
0.026179938779914945,0.03490658503988659,0.4,150.974946921886
0.03490658503988659,-0.03490658503988659,0.4,-134.51850501218382
0.03490658503988659,-0.026179938779914945,0.4,-114.71397674947718
0.03490658503988659,-0.017453292519943295,0.4,-85.01557923836424
0.03490658503988659,-0.008726646259971648,0.4,-42.937327796634925
0.03490658503988659,0.0,0.4,8.519606922172388
0.03490658503988659,0.008726646259971648,0.4,56.67785233823777
0.03490658503988659,0.017453292519943295,0.4,93.559871113964
0.03490658503988659,0.026179938779914945,0.4,117.44701084412631
0.03490658503988659,0.03490658503988659,0.4,134.51850501218382
-0.03490658503988659,-0.03490658503988659,0.5,-134.7756482719758
-0.03490658503988659,-0.026179938779914945,0.5,-117.44321315898362
-0.03490658503988659,-0.017453292519943295,0.5,-93.33320927439605
-0.03490658503988659,-0.008726646259971648,0.5,-56.344155741096095
-0.03490658503988659,0.0,0.5,-8.172418548865954
-0.03490658503988659,0.008726646259971648,0.5,43.14620047948191
-0.03490658503988659,0.017453292519943295,0.5,85.21715636817397
-0.03490658503988659,0.026179938779914945,0.5,114.93244358426355
-0.03490658503988659,0.03490658503988659,0.5,134.7756482719758
-0.026179938779914945,-0.03490658503988659,0.5,-151.5106632823404
-0.026179938779914945,-0.026179938779914945,0.5,-135.07849610585717
-0.026179938779914945,-0.017453292519943295,0.5,-111.09541732517108
-0.026179938779914945,-0.008726646259971648,0.5,-69.38901396706336
-0.026179938779914945,0.0,0.5,-6.394508010671148
-0.026179938779914945,0.008726646259971648,0.5,60.34851298291441
-0.026179938779914945,0.017453292519943295,0.5,107.32231071778335
-0.026179938779914945,0.026179938779914945,0.5,135.07849610585717
-0.026179938779914945,0.03490658503988659,0.5,150.64925856540896
-0.017453292519943295,-0.03490658503988659,0.5,-169.59126649411112
-0.017453292519943295,-0.026179938779914945,0.5,-157.29853902124137
-0.017453292519943295,-0.017453292519943295,0.5,-135.34088378791185
-0.017453292519943295,-0.008726646259971648,0.5,-92.69867939149547
-0.017453292519943295,0.0,0.5,-4.3927308639000895
-0.017453292519943295,0.008726646259971648,0.5,88.03968908637523
-0.017453292519943295,0.017453292519943295,0.5,135.34088378791185
-0.017453292519943295,0.026179938779914945,0.5,155.24535177923772
-0.017453292519943295,0.03490658503988659,0.5,165.49898986260555
-0.008726646259971648,-0.03490658503988659,0.5,-184.75336489010553
-0.008726646259971648,-0.026179938779914945,0.5,-180.168439476664
-0.008726646259971648,-0.017453292519943295,0.5,-168.7728734014247
-0.008726646259971648,-0.008726646259971648,0.5,-135.5490385114253
-0.008726646259971648,0.0,0.5,-2.2367148295099386
-0.008726646259971648,0.008726646259971648,0.5,135.5490385114253
-0.008726646259971648,0.017453292519943295,0.5,166.13737375699677
-0.008726646259971648,0.026179938779914945,0.5,176.222989713022
